DokumentNr;Artikel;Bezeichnung;Klasse;KlasseBezeichnung;Gruppe;GruppeBezeichnung;Untergruppe;UntergruppeBezeichnung;Preis;Menge;Lagereinheit;Rechnungseinheit;Einkaufspreis;Rabatt;TotalExklMwSt;SteuerCode;Steuerbetrag;TotalInklMwSt;Waehrung;Ertragskonto;Kostenstelle;Gewicht;DokumentTyp;DokumentTypBezeichnung;DatumBelegbeiKasse;Adresse;Name;Land;Region;Sprache;Checkout;VoucherBon;VoucherKueche;VoucherGruppe
4089247;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:55:01;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089247;305308;Süssmost 2dl;9;Getränke;40;Hoftee/Most;;;2.00;1.00;DL;DL;0.00;0.00;1.85;10;0.15;2.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:55:01;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;2110204;Rondinni - Zuchetti;5;Gemüse;25;Gemüse divers;FREMD;Fremd;4.50;0.95;KG;KG;0.00;0.00;3.37;11;0.08;3.45;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;2110182;Peperoni;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.50;0.20;KG;KG;0.00;0.00;1.32;11;0.03;1.35;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;2110229;Tomaten Kumato;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.00;0.53;KG;KG;0.00;0.00;3.32;11;0.08;3.40;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;4602016;Fleisch Natur Konkret TK;2;Frischprodukte;7;Fleisch;FREMD;Fremd;15.05;1.00;STK;STK;0.00;0.00;11.76;11;0.29;12.05;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;4602016;Fleisch Natur Konkret TK;2;Frischprodukte;7;Fleisch;FREMD;Fremd;14.90;1.00;STK;STK;0.00;0.00;11.61;11;0.29;11.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;7640111689027;Butter 100g;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.50;1.00;STK;STK;0.00;0.00;1.95;11;0.05;2.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089248;304007;Monatsbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;4.20;11;0.10;4.30;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:56:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;500709;Eichblatt Salat;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.50;1.00;STK;STK;0.00;0.00;1.46;11;0.04;1.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;2110024;Apfel-Birnen 2.50;4;Obst;16;Äpfel/Birnen;;;2.50;0.64;KG;KG;0.00;0.00;1.56;11;0.04;1.60;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;2110023;Apfel-Birnen 2.20;4;Obst;16;Äpfel/Birnen;;;2.20;0.63;KG;KG;0.00;0.00;1.37;11;0.03;1.40;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;500692;Bundzwiebeln weiss;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.50;1.00;BD;BD;0.00;0.00;1.46;11;0.04;1.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;2110066;Zwetschgen Fellenberg;4;Obst;17;Zwetschgen;EIGEN;Eigen;5.00;0.79;KG;KG;0.00;0.00;3.85;11;0.10;3.95;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089249;500115;Erdbeeren CH 500g;4;Obst;20;Erdbeeren;FREMD;Fremd;7.00;1.00;SCH;SCH;0.00;0.00;6.83;11;0.17;7.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089250;304004;Brötli vom Hof;7;HofBäckerei;8;Brot;;;1.60;1.00;STK;STK;0.00;0.00;1.48;10;0.12;1.60;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:57:22;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;4.00;STK;STK;0.00;0.00;14.44;10;1.16;15.60;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;2110023;Apfel-Birnen 2.20;4;Obst;16;Äpfel/Birnen;;;2.20;0.48;KG;KG;0.00;0.00;1.02;11;0.03;1.05;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;304126;Kürbiskernriegel mit Schoggi;7;HofBäckerei;27;Gebäck;;;2.90;1.00; ; ;0.00;0.00;2.69;10;0.21;2.90;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;304009;Sultaninenbrötli;7;HofBäckerei;8;Brot;;;2.00;3.00;STK;STK;0.00;0.00;5.56;10;0.44;6.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089251;304005;Zopfbrötli;7;HofBäckerei;8;Brot;;;1.80;4.00;STK;STK;0.00;0.00;6.67;10;0.53;7.20;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:58:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169641;202000;Schüblig Paar;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;PAAR;PAAR;0.00;0.00;6.15;11;0.15;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:59:54;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169643;7640105560264;Kürbiskernöl 2.5dl;3;Trockenprodukte;10;Senf/Öl/Essig;EIGEN;Eigen;16.90;1.00;FL;FL;0.00;0.00;16.49;11;0.41;16.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:01:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169647;7640105563609;Beeren Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:03:10;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169647;304014;Kilo - Brot vom Hof;7;HofBäckerei;8;Brot;;;8.50;1.00;STK;STK;0.00;0.00;8.29;11;0.21;8.50;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:03:10;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169648;7640107819056;Erdbeerwein 5dl;9;Getränke;36;Wein;FREMD;Fremd;9.90;1.00;FL;FL;0.00;0.00;9.17;10;0.73;9.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:07:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169648;7640107819056;Erdbeerwein 5dl;9;Getränke;36;Wein;FREMD;Fremd;9.90;1.00;FL;FL;0.00;0.00;9.17;10;0.73;9.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:07:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169648;305421;Erdbeeren Likör 2dl;9;Getränke;38;Schnaps;EIGEN;Eigen;17.50;1.00;FL;FL;0.00;0.00;16.20;10;1.30;17.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:07:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169648;304007;Monatsbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;5.27;11;0.13;5.40;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:07:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089252;4602016;Fleisch Natur Konkret TK;2;Frischprodukte;7;Fleisch;FREMD;Fremd;7.30;1.00;STK;STK;0.00;0.00;7.12;11;0.18;7.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:14:50;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089252;500760;Kartoffeln 2kg;5;Gemüse;25;Gemüse divers;FREMD;Fremd;5.50;1.00;STK;STK;0.00;0.00;5.37;11;0.13;5.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:14:50;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089253;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089253;305305;Most past. 1 Liter;9;Getränke;40;Hoftee/Most;;;5.90;1.00;L;L;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089253;304006;Schoggibrötli;7;HofBäckerei;8;Brot;;;2.00;1.00;STK;STK;0.00;0.00;1.85;10;0.15;2.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089253;304005;Zopfbrötli;7;HofBäckerei;8;Brot;;;1.80;1.00;STK;STK;0.00;0.00;1.67;10;0.13;1.80;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089253;500321;Apfel-Birnen Pausenapfel;4;Obst;16;Äpfel/Birnen;EIGEN;Eigen;0.50;1.00;STK;STK;0.00;0.00;0.46;10;0.04;0.50;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089254;203002;Glace Spezialpreis;2;Frischprodukte;30;Glace;FREMD;Fremd;7.50;1.00;STK;STK;0.00;0.00;6.94;10;0.56;7.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089254;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089254;305204;Latte Macchiato;9;Getränke;39;Heissgetränke;;;4.80;1.00; ; ;0.00;0.00;4.44;10;0.36;4.80;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:19:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089255;7640112094004;Joghurt 500g natur;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.60;1.00;STK;STK;0.00;0.00;2.05;11;0.05;2.10;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089255;7640105564316;Kürbiskerne natur 100g;3;Trockenprodukte;11;Kürbiskerne;;;4.00;1.00;STK;STK;0.00;0.00;3.12;11;0.08;3.20;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089255;304007;Monatsbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;4.20;11;0.10;4.30;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089256;201002;Eier 10 Stk.;2;Frischprodukte;9;Eier;FREMD;Fremd;6.50;1.00;STK;STK;0.00;0.00;6.34;11;0.16;6.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089256;2110029;Apfel-Birnen 3.50;4;Obst;16;Äpfel/Birnen;;;3.50;1.14;KG;KG;0.00;0.00;3.90;11;0.10;4.00;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089256;2110024;Apfel-Birnen 2.50;4;Obst;16;Äpfel/Birnen;;;2.50;1.18;KG;KG;0.00;0.00;2.88;11;0.07;2.95;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089256;2110195;Rüebli;5;Gemüse;25;Gemüse divers;FREMD;Fremd;2.50;0.70;KG;KG;0.00;0.00;1.71;11;0.04;1.75;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089256;2110191;Randen roh;5;Gemüse;25;Gemüse divers;FREMD;Fremd;2.40;0.57;KG;KG;0.00;0.00;1.32;11;0.03;1.35;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:21:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089257;305527;Weisswein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;2.00;DL;DL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:24:06;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089258;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:24:41;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169649;500106;Erdbeeren 250g;4;Obst;20;Erdbeeren;EIGEN;Eigen;4.00;1.00;SCH;SCH;0.00;0.00;3.90;11;0.10;4.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:05:03;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169650;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:06:31;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169651;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;2.00;STK;STK;0.00;0.00;7.22;10;0.58;7.80;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:09:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169652;305311;Süssmost 3dl;9;Getränke;40;Hoftee/Most;;;3.00;1.00;DL;DL;0.00;0.00;2.78;10;0.22;3.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:10:15;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169653;305311;Süssmost 3dl;9;Getränke;40;Hoftee/Most;;;3.00;1.00;DL;DL;0.00;0.00;2.78;10;0.22;3.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:11:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169654;7611889110129;Quöllfrisch 5dl;9;Getränke;37;Bier;FREMD;Fremd;5.80;1.00;FL;FL;0.00;0.00;5.37;10;0.43;5.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:11:25;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169658;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:12:53;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169659;305555;Rotwein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;1.00;DL;DL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:16:04;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169659;305527;Weisswein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;2.00;DL;DL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:16:04;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;212006;Tragtasche klein;12;Non-Food;42;Merchandising;;;0.20;1.00;STK;STK;0.00;0.00;0.19;10;0.01;0.20;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;304000;Brot vom Hof;7;HofBäckerei;8;Brot;;;4.90;1.00;STK;STK;0.00;0.00;4.78;11;0.12;4.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;2110027;Apfel-Birnen 3.10;4;Obst;16;Äpfel/Birnen;;;3.10;0.57;KG;KG;0.00;0.00;1.71;11;0.04;1.75;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;304005;Zopfbrötli;7;HofBäckerei;8;Brot;;;1.80;2.00;STK;STK;0.00;0.00;3.51;11;0.09;3.60;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;210021;Honigbärchen;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;3.90;2.00;STK;STK;0.00;0.00;7.61;11;0.19;7.80;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169655;210020;Cookies;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;6.20;1.00;STK;STK;0.00;0.00;6.05;11;0.15;6.20;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:13:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169662;305008;Bier vom Hof PALE ALE 3.3dl;9;Getränke;37;Bier;EIGEN;Eigen;4.80;1.00;FL;FL;0.00;0.00;4.44;10;0.36;4.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:11:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169662;7640105561100;Apfelschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;4.50;1.00;FL;FL;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:11:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169662;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:11:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169663;304004;Brötli vom Hof;7;HofBäckerei;8;Brot;;;1.60;2.00;STK;STK;0.00;0.00;2.96;10;0.24;3.20;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:19:25;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169665;305008;Bier vom Hof PALE ALE 3.3dl;9;Getränke;37;Bier;EIGEN;Eigen;4.80;2.00;FL;FL;0.00;0.00;8.89;10;0.71;9.60;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:24:32;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169666;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.43;KG;KG;0.00;0.00;12.64;10;1.01;13.65;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:17;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169666;305527;Weisswein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;2.00;DL;DL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169666;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169666;303004;Dessert im Glas klein;8;HofKonditorei;29;Dessert;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169667;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.31;KG;KG;0.00;0.00;9.17;10;0.73;9.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:43;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169667;303004;Dessert im Glas klein;8;HofKonditorei;29;Dessert;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169667;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169667;305527;Weisswein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;2.00;DL;DL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:25:43;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169668;301505;Buffet - Znacht Salat/Warm Take away;6;HofChuchi;32;Kalte Küche;;;32.00;0.35;KG;KG;0.00;0.00;10.37;10;0.83;11.20;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:37;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169668;301505;Buffet - Znacht Salat/Warm Take away;6;HofChuchi;32;Kalte Küche;;;32.00;0.50;KG;KG;0.00;0.00;14.86;10;1.19;16.05;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:37;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169668;301505;Buffet - Znacht Salat/Warm Take away;6;HofChuchi;32;Kalte Küche;;;32.00;0.52;KG;KG;0.00;0.00;15.28;10;1.22;16.50;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:37;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169669;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.41;KG;KG;0.00;0.00;12.22;10;0.98;13.20;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:01;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169669;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.37;KG;KG;0.00;0.00;11.06;10;0.89;11.95;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:01;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169669;7640125570113;Mineral Passugger 5dl;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:01;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169669;302131;Grillfleisch 3 Stk.;6;HofChuchi;31;Warme Küche;;;16.00;1.00; ; ;0.00;0.00;14.81;10;1.19;16.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:01;1000001;Laufkunde;CH;ZH;D;0;1;;2
2169656;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;3.00;STK;STK;0.00;0.00;10.83;10;0.87;11.70;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:14:02;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169687;301501;Buffet - Znacht Salat/Warm M;6;HofChuchi;32;Kalte Küche;;;32.00;0.07;KG;KG;0.00;0.00;2.13;10;0.17;2.30;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;1;0;;0
