DokumentNr;Artikel;Bezeichnung;Klasse;KlasseBezeichnung;Gruppe;GruppeBezeichnung;Untergruppe;UntergruppeBezeichnung;Preis;Menge;Lagereinheit;Rechnungseinheit;Einkaufspreis;Rabatt;TotalExklMwSt;SteuerCode;Steuerbetrag;TotalInklMwSt;Waehrung;Ertragskonto;Kostenstelle;Gewicht;DokumentTyp;DokumentTypBezeichnung;DatumBelegbeiKasse;Adresse;Name;Land;Region;Sprache;Checkout;VoucherBon;VoucherKueche;VoucherGruppe
2169607;303000;Rahm-Vanillesauce;8;HofKonditorei;29;Dessert;;;1.50;1.00; ; ;0.00;0.00;1.39;10;0.11;1.50;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:30:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169607;302116;Buffet - Zmittag Salat/Warm M;6;HofChuchi;31;Warme Küche;;;32.00;0.21;KG;KG;0.00;0.00;6.30;10;0.50;6.80;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:30:33;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169615;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:38:37;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169615;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:38:37;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169616;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169616;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169616;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169617;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169617;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169617;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169617;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169617;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169642;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169642;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169642;303011;Buffet - Birchermüesli Take away;8;HofKonditorei;29;Dessert;;;27.00;0.13;KG;KG;0.00;0.00;3.29;10;0.26;3.55;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:48;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169642;7640105561100;Apfelschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;4.50;1.00;FL;FL;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169644;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;303007;Kaltschale im Glas;8;HofKonditorei;29;Dessert;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;304126;Kürbiskernriegel mit Schoggi;7;HofBäckerei;27;Gebäck;;;2.90;1.00; ; ;0.00;0.00;2.69;10;0.21;2.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;303004;Dessert im Glas klein;8;HofKonditorei;29;Dessert;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;305311;Süssmost 3dl;9;Getränke;40;Hoftee/Most;;;3.00;1.00;DL;DL;0.00;0.00;2.78;10;0.22;3.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169645;305204;Latte Macchiato;9;Getränke;39;Heissgetränke;;;4.80;1.00; ; ;0.00;0.00;4.44;10;0.36;4.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:02:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169646;303011;Buffet - Birchermüesli Take away;8;HofKonditorei;29;Dessert;;;27.00;0.24;KG;KG;0.00;0.00;6.06;10;0.49;6.55;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:04:05;1000001;Laufkunde;CH;ZH;D;1;0;;0
4089280;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:12:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089280;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;2.00; ; ;0.00;0.00;9.26;10;0.74;10.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:12:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089280;305203;Cappuccino;9;Getränke;39;Heissgetränke;;;4.50;2.00; ; ;0.00;0.00;8.33;10;0.67;9.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:12:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089281;2110029;Apfel-Birnen 3.50;4;Obst;16;Äpfel/Birnen;;;3.50;0.91;KG;KG;0.00;0.00;3.07;11;0.08;3.15;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:13:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089281;2110318;Nektarinen weiss I;4;Obst;22;Obst divers;FREMD;Fremd;7.00;0.41;KG;KG;0.00;0.00;2.78;11;0.07;2.85;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:13:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089281;2110060;Zwetschgen 1. Kl.;4;Obst;17;Zwetschgen;EIGEN;Eigen;4.50;0.51;KG;KG;0.00;0.00;2.24;11;0.06;2.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:13:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089281;2110143;Gurke Snack ;5;Gemüse;25;Gemüse divers;FREMD;Fremd;7.50;0.18;KG;KG;0.00;0.00;1.27;11;0.03;1.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:13:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089281;202000;Schüblig Paar;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;PAAR;PAAR;0.00;0.00;5.83;10;0.47;6.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:13:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089282;7612802012605;Dessertquark Heidelbeer;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.00;1.00;STK;STK;0.00;0.00;1.85;10;0.15;2.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:14:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089282;7612802012650;Dessertquark Himbeer;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.00;2.00;STK;STK;0.00;0.00;3.70;10;0.30;4.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:14:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089282;2110143;Gurke Snack ;5;Gemüse;25;Gemüse divers;FREMD;Fremd;7.50;0.25;KG;KG;0.00;0.00;1.85;11;0.05;1.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:14:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089282;304007;Monatsbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;5.27;11;0.13;5.40;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:14:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089283;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:15:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089283;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:15:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;7640105564347;Fruchtschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;5.50;2.00;FL;FL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;500081;Ziermais gross;5;Gemüse;24;Kürbis;;;2.50;2.00;STK;STK;0.00;0.00;4.88;11;0.12;5.00;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;500080;Ziermais klein;5;Gemüse;24;Kürbis;;;1.50;3.00;STK;STK;0.00;0.00;4.39;11;0.11;4.50;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;7640105564293;Kürbiskerne Salz 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;211009;Tortilla Chips;3;Trockenprodukte;15;Trockenprodukte divers;FREMD;Fremd;4.90;2.00;STK;STK;0.00;0.00;9.56;11;0.24;9.80;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;2110029;Apfel-Birnen 3.50;4;Obst;16;Äpfel/Birnen;;;3.50;1.20;KG;KG;0.00;0.00;4.10;11;0.10;4.20;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;500131;Heidelbeeren 250g;4;Obst;19;Heidelbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089284;500151;Johannisbeeren 250g;4;Obst;22;Obst divers;FREMD;Fremd;5.00;1.00;SCH;SCH;0.00;0.00;4.88;11;0.12;5.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:16:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089285;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:18:53;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089285;305316;Tee vom Hof 1l;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:18:53;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089285;7640125570113;Mineral Passugger 5dl;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:18:53;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089286;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;2.00;FL;FL;0.00;0.00;0.93;10;0.07;1.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:21:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089286;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;2.00;L;L;0.00;0.00;6.48;10;0.52;7.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:21:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089286;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;2.00;STK;STK;0.00;0.00;7.22;10;0.58;7.80;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:21:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169736;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:12:13;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169737;7640125570113;Mineral Passugger 5dl;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;2.00;FL;FL;0.00;0.00;7.22;10;0.58;7.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:15:19;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089230;2110074;Heidelbeeren selberpflücken;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;11.00;0.43;KG;KG;0.00;0.00;4.59;11;0.11;4.70;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:13;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089230;500125;Himbeeren 250g CH;4;Obst;21;Himbeeren;FREMD;Fremd;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:13;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089231;2110211;Spinat fein;5;Gemüse;25;Gemüse divers;FREMD;Fremd;10.00;0.06;KG;KG;0.00;0.00;0.59;11;0.01;0.60;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:20;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089231;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:20;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089231;305316;Tee vom Hof 1l;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:20;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089232;2110074;Heidelbeeren selberpflücken;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;11.00;0.49;KG;KG;0.00;0.00;5.27;11;0.13;5.40;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:51;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089232;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:35:51;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089233;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;3.00;STK;STK;0.00;0.00;10.83;10;0.87;11.70;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:36:02;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089233;7640105564347;Fruchtschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;5.50;1.00;FL;FL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:36:02;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089234;305003;Bier vom Hof AMBER 3.3dl;9;Getränke;37;Bier;EIGEN;Eigen;4.80;3.00;FL;FL;0.00;0.00;13.33;10;1.07;14.40;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:36:54;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089235;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:38:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089236;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;3.00;STK;STK;0.00;0.00;10.83;10;0.87;11.70;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:39:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089236;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:39:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089236;7640105564347;Fruchtschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;5.50;1.00;FL;FL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:39:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089237;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:39:49;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089237;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:39:49;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089238;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;1.00; ; ;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:43:20;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169738;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.26;KG;KG;0.00;0.00;4.31;10;0.34;4.65;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:16:20;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169739;7640105560998;Suure Moscht vom Hof alkoholfrei 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;5.50;1.00;FL;FL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:17:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169739;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.33;KG;KG;0.00;0.00;9.77;10;0.78;10.55;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:17:33;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169739;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.31;KG;KG;0.00;0.00;9.12;10;0.73;9.85;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:17:33;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169739;305508;Weisswein gespritzt 2dl;9;Getränke;36;Wein;FREMD;Fremd;6.50;1.00;DL;DL;0.00;0.00;6.02;10;0.48;6.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:17:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169740;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.35;KG;KG;0.00;0.00;10.42;10;0.83;11.25;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:18:48;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169740;303012;Buffet - Dessert S;8;HofKonditorei;29;Dessert;;;25.00;0.19;KG;KG;0.00;0.00;4.49;10;0.36;4.85;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:18:48;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169741;303015;Buffet - Dessert Take away;8;HofKonditorei;29;Dessert;;;32.00;0.16;KG;KG;0.00;0.00;4.63;10;0.37;5.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:19:18;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169741;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:19:18;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169742;7640105561100;Apfelschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;4.50;1.00;FL;FL;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:21:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169742;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.36;KG;KG;0.00;0.00;10.79;10;0.86;11.65;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:21:05;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169742;302118;Buffet - Zmittag Salat/Warm L;6;HofChuchi;31;Warme Küche;;;32.00;0.40;KG;KG;0.00;0.00;11.99;10;0.96;12.95;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:21:05;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169742;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.43;KG;KG;0.00;0.00;12.64;10;1.01;13.65;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:21:05;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169742;7611889111515;Weizenbier 5dl;9;Getränke;37;Bier;FREMD;Fremd;6.00;1.00;FL;FL;0.00;0.00;5.56;10;0.44;6.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:21:05;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169746;305000;Bier vom Hof HELL 5dl;9;Getränke;37;Bier;EIGEN;Eigen;5.50;2.00;FL;FL;0.00;0.00;10.19;10;0.81;11.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:25:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169746;202000;Schüblig Paar;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;PAAR;PAAR;0.00;0.00;5.83;10;0.47;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:25:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
